2018-03-19 09:00:04|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:09|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:14|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:19|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:24|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:29|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:35|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:40|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:45|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:50|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:00:55|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:00|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:05|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:10|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:15|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:21|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:26|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:31|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:36|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:41|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:46|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:51|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:01:56|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:02|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:07|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:12|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:17|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:22|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:27|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:32|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:37|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:43|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
2018-03-19 09:02:48|深圳北|潮汕|20180417|15:50|18:02|02:12|无|无|无
